x,transform_mode,mac_types,acc,acc_mm,eval_loss
0.0,clamp,ffn1,0.3540499235863474,0.3525223759153784,1.1839968458254873
0.1,clamp,ffn1,0.354253693326541,0.35231895850284783,1.189238863096175
0.2,clamp,ffn1,0.35476311767702495,0.3522172497965826,1.2032402594625367
0.3,clamp,ffn1,0.35455934793683136,0.3522172497965826,1.3519757341484293
0.4,clamp,ffn1,0.3544574630667346,0.3522172497965826,1.354588372408373
0.5,clamp,ffn1,0.3544574630667346,0.3522172497965826,1.3528103920652346
0.6,clamp,ffn1,0.3544574630667346,0.3522172497965826,1.3318594731997202
0.7,clamp,ffn1,0.3544574630667346,0.3522172497965826,1.3323396869513422
0.8,clamp,ffn1,0.3544574630667346,0.3522172497965826,1.3238987155768305
0.9,clamp,ffn1,0.35455934793683136,0.3522172497965826,1.3143795077303722
1.0,clamp,ffn1,0.3544574630667346,0.3522172497965826,1.3236899639962163
1.5,clamp,ffn1,0.6167091186958736,0.6034377542717657,0.8270851936713104
2.0,clamp,ffn1,0.7606724401426388,0.7582384052074858,0.5875597925013362
2.5,clamp,ffn1,0.7589403973509934,0.761899918633035,0.5923501945765088
3.0,clamp,ffn1,0.7611818644931228,0.7625101708706266,0.5911858858668066
