noise_pct,noise_mac_types,acc,acc_mm,eval_loss
0.0,qkv,0.7601630157921548,0.7637306753458096,0.5874914956743243
1.0,qkv,0.7611818644931228,0.7651545972335232,0.5901107250649106
2.0,qkv,0.7579215486500255,0.7623067534580961,0.59535210620891
5.0,qkv,0.7472236372898624,0.7533563873067535,0.607437001717207
10.0,qkv,0.6998471726948549,0.6957892595606184,0.6947179148368028
15.0,qkv,0.6074375955170657,0.6044548413344182,0.8440033162455606
20.0,qkv,0.4947529291900153,0.4884052074857608,1.0024227868850535
