mac_type,layer_idx,value,count
output_proj,0,-154,30586
output_proj,0,-152,31163
output_proj,0,-150,32126
output_proj,0,-148,32843
output_proj,0,-146,34015
output_proj,0,-144,34702
output_proj,0,-142,35669
output_proj,0,-140,36676
output_proj,0,-138,37846
output_proj,0,-136,38790
output_proj,0,-134,39797
output_proj,0,-132,40527
output_proj,0,-130,41621
output_proj,0,-128,42766
output_proj,0,-126,43685
output_proj,0,-124,44689
output_proj,0,-122,45870
output_proj,0,-120,46685
output_proj,0,-118,48099
output_proj,0,-116,48895
output_proj,0,-114,49560
output_proj,0,-112,50407
output_proj,0,-110,51734
output_proj,0,-108,52801
output_proj,0,-106,53492
output_proj,0,-104,54411
output_proj,0,-102,55793
output_proj,0,-100,56568
output_proj,0,-98,57678
output_proj,0,-96,59233
output_proj,0,-94,59969
output_proj,0,-92,61679
output_proj,0,-90,61834
output_proj,0,-88,63237
output_proj,0,-86,64831
output_proj,0,-84,65746
output_proj,0,-82,67076
output_proj,0,-80,67706
output_proj,0,-78,69394
output_proj,0,-76,69896
output_proj,0,-74,71767
output_proj,0,-72,72534
output_proj,0,-70,74053
output_proj,0,-68,75724
output_proj,0,-66,76862
output_proj,0,-64,77013
output_proj,0,-62,78567
output_proj,0,-60,79934
output_proj,0,-58,81233
output_proj,0,-56,82027
output_proj,0,-54,83337
output_proj,0,-52,84479
output_proj,0,-50,85975
output_proj,0,-48,86514
output_proj,0,-46,87344
output_proj,0,-44,88575
output_proj,0,-42,89567
output_proj,0,-40,90512
output_proj,0,-38,90769
output_proj,0,-36,91920
output_proj,0,-34,93218
output_proj,0,-32,93853
output_proj,0,-30,94910
output_proj,0,-28,94799
output_proj,0,-26,96274
output_proj,0,-24,96280
output_proj,0,-22,96807
output_proj,0,-20,97517
output_proj,0,-18,97573
output_proj,0,-16,98574
output_proj,0,-14,98677
output_proj,0,-12,98554
output_proj,0,-10,98327
output_proj,0,-8,99114
output_proj,0,-6,99554
output_proj,0,-4,99102
output_proj,0,-2,99127
output_proj,0,0,98224
output_proj,0,2,98579
output_proj,0,4,97582
output_proj,0,6,97560
output_proj,0,8,97046
output_proj,0,10,96709
output_proj,0,12,96192
output_proj,0,14,95278
output_proj,0,16,94878
output_proj,0,18,95213
output_proj,0,20,94323
output_proj,0,22,93359
output_proj,0,24,92779
output_proj,0,26,92109
output_proj,0,28,91835
output_proj,0,30,90411
output_proj,0,32,89281
output_proj,0,34,89342
output_proj,0,36,88210
output_proj,0,38,87587
output_proj,0,40,86583
output_proj,0,42,85597
output_proj,0,44,84691
output_proj,0,46,84310
output_proj,0,48,82993
output_proj,0,50,81666
output_proj,0,52,81263
output_proj,0,54,80126
output_proj,0,56,79693
output_proj,0,58,78382
output_proj,0,60,78560
output_proj,0,62,77354
output_proj,0,64,76209
output_proj,0,66,75411
output_proj,0,68,75180
output_proj,0,70,73370
output_proj,0,72,73050
output_proj,0,74,71740
output_proj,0,76,71152
output_proj,0,78,70020
output_proj,0,80,68650
output_proj,0,82,68710
output_proj,0,84,67505
output_proj,0,86,67238
output_proj,0,88,66236
output_proj,0,90,65783
output_proj,0,92,64756
output_proj,0,94,63991
output_proj,0,96,63361
output_proj,0,98,62205
