noise_pct,noise_mac_types,acc,acc_mm,eval_loss
0.0,"qkv,output_proj,ffn1",0.7595517065715741,0.7632221318144833,0.5876407725706163
1.0,"qkv,output_proj,ffn1",0.7601630157921548,0.7625101708706266,0.5923945935813146
2.0,"qkv,output_proj,ffn1",0.7561895058583801,0.7613913751017087,0.5927109188530655
5.0,"qkv,output_proj,ffn1",0.7470198675496689,0.7477624084621644,0.6124019611881688
10.0,"qkv,output_proj,ffn1",0.6444218033622007,0.6466639544344996,0.7917865321574071
15.0,"qkv,output_proj,ffn1",0.4089658685685176,0.4016476810414972,1.2590735597408556
20.0,"qkv,output_proj,ffn1",0.36362710137544574,0.3582180634662327,1.4985396969784355
