noise_pct,noise_mac_types,acc,acc_mm,eval_loss
0.0,ffn2,0.7593479368313806,0.7637306753458096,0.5875097095044117
1.0,ffn2,0.7562913907284768,0.7589503661513426,0.6006468953595099
2.0,ffn2,0.7363219561895059,0.7366761594792515,0.6366400963077716
5.0,ffn2,0.3651553744268976,0.3650325467860049,1.2187193975774784
10.0,ffn2,0.3410086602139582,0.33553702196908053,1.2501698989627417
15.0,ffn2,0.3344880285277636,0.3412327095199349,1.2359631894465766
20.0,ffn2,0.3348955680081508,0.338079739625712,1.2148218151994947
