x,transform_mode,mac_types,acc,acc_mm,eval_loss
0.0,shift,attn_apply,0.7601630157921548,0.7637306753458096,0.5874914956743243
0.1,shift,attn_apply,0.7544574630667346,0.754373474369406,0.5985259649371091
0.2,shift,attn_apply,0.7324503311258278,0.7271155410903173,0.633737257205508
0.3,shift,attn_apply,0.7062659195109526,0.697213181448332,0.6796763744144564
0.4,shift,attn_apply,0.5972491085073867,0.5901139137510171,0.8559985730663573
0.5,shift,attn_apply,0.5408048904737647,0.5364117168429617,0.9269046163617205
0.6,shift,attn_apply,0.41599592460519613,0.415073230268511,1.0961821798101699
0.7,shift,attn_apply,0.3860417727967397,0.38354353132628155,1.1411025086326785
0.8,shift,attn_apply,0.36036678553234847,0.35648901545972334,1.2146046897487455
0.9,shift,attn_apply,0.35690269994905754,0.3542514239218877,1.2290887655963338
1.0,shift,attn_apply,0.3550687722873153,0.35262408462164363,1.2585304259088994
1.5,shift,attn_apply,0.3544574630667346,0.35231895850284783,1.274980694735089
2.0,shift,attn_apply,0.3544574630667346,0.3522172497965826,1.2956096887200197
2.5,shift,attn_apply,0.3544574630667346,0.3522172497965826,1.3138167036861084
3.0,shift,attn_apply,0.3544574630667346,0.3522172497965826,1.3319768637709974
